row_id,timestamp_cst,gauge_id,raw_strain_microstrain,baseline_offset_microstrain,corrected_strain_microstrain,temperature_c,vibration_mm_s,quality_flag
F06475,2027-02-07 14:50,G3,-2.3,-1,-1.3,-6.3,0.17,OK
F06476,2027-02-07 14:50,G4,-2.0,0,-2.0,-6.3,0.16,OK
F06477,2027-02-07 14:50,G5,-3.9,2,-5.9,-6.3,0.19,OK
F06478,2027-02-07 14:50,G6,186.8,187,-0.2,-6.3,0.20,OK
F06479,2027-02-07 14:50,G7,-7.9,-2,-5.9,-6.3,0.19,OK
F06480,2027-02-07 14:50,G8,-0.1,0,-0.1,-6.3,0.20,OK
F06481,2027-02-07 15:00,G1,29.4,0,29.4,-6.0,0.83,OK
F06482,2027-02-07 15:00,G2,30.2,1,29.2,-6.0,0.82,OK
F06483,2027-02-07 15:00,G3,37.6,-1,38.6,-6.0,0.82,OK
F06484,2027-02-07 15:00,G4,47.8,0,47.8,-6.0,0.84,OK
F06485,2027-02-07 15:00,G5,65.1,2,63.1,-6.0,0.83,OK
F06486,2027-02-07 15:00,G6,259.6,187,72.6,-6.0,0.87,OK
F06487,2027-02-07 15:00,G7,45.5,-2,47.5,-6.0,0.80,OK
F06488,2027-02-07 15:00,G8,29.1,0,29.1,-6.0,0.85,OK
F06489,2027-02-07 15:10,G1,-4.4,0,-4.4,-5.8,0.18,OK
F06490,2027-02-07 15:10,G2,1.0,1,0.0,-5.8,0.21,OK
F06491,2027-02-07 15:10,G3,-1.6,-1,-0.6,-5.8,0.22,OK
F06492,2027-02-07 15:10,G4,-0.1,0,-0.1,-5.8,0.17,OK
F06493,2027-02-07 15:10,G5,2.3,2,0.3,-5.8,0.23,OK
F06494,2027-02-07 15:10,G6,186.2,187,-0.8,-5.8,0.18,OK
F06495,2027-02-07 15:10,G7,-2.0,-2,0.0,-5.8,0.19,OK
F06496,2027-02-07 15:10,G8,-6.0,0,-6.0,-5.8,0.18,OK
F06497,2027-02-07 15:20,G1,33.6,0,33.6,-5.5,0.97,OK
F06498,2027-02-07 15:20,G2,43.3,1,42.3,-5.5,1.04,OK
F06499,2027-02-07 15:20,G3,53.8,-1,54.8,-5.5,1.00,OK
F06500,2027-02-07 15:20,G4,64.6,0,64.6,-5.5,1.01,OK
F06501,2027-02-07 15:20,G5,79.8,2,77.8,-5.5,1.00,OK
F06502,2027-02-07 15:20,G6,279.9,187,92.9,-5.5,0.99,OK
F06503,2027-02-07 15:20,G7,54.4,-2,56.4,-5.5,0.98,OK
F06504,2027-02-07 15:20,G8,42.4,0,42.4,-5.5,1.01,OK
F06505,2027-02-07 15:30,G1,1.0,0,1.0,-5.3,0.21,OK
F06506,2027-02-07 15:30,G2,-4.0,1,-5.0,-5.3,0.16,OK
F06507,2027-02-07 15:30,G3,-5.0,-1,-4.0,-5.3,0.20,OK
F06508,2027-02-07 15:30,G4,1.3,0,1.3,-5.3,0.23,OK
F06509,2027-02-07 15:30,G5,4.0,2,2.0,-5.3,0.23,OK
F06510,2027-02-07 15:30,G6,184.5,187,-2.5,-5.3,0.22,OK
F06511,2027-02-07 15:30,G7,-5.1,-2,-3.1,-5.3,0.16,OK
F06512,2027-02-07 15:30,G8,2.0,0,2.0,-5.3,0.23,OK
F06513,2027-02-07 15:40,G1,14.0,0,14.0,-5.1,0.58,OK
F06514,2027-02-07 15:40,G2,17.1,1,16.1,-5.1,0.56,OK
F06515,2027-02-07 15:40,G3,18.1,-1,19.1,-5.1,0.56,OK
F06516,2027-02-07 15:40,G4,26.8,0,26.8,-5.1,0.57,OK
F06517,2027-02-07 15:40,G5,37.5,2,35.5,-5.1,0.59,OK
F06518,2027-02-07 15:40,G6,231.7,187,44.7,-5.1,0.54,OK
F06519,2027-02-07 15:40,G7,23.7,-2,25.7,-5.1,0.57,OK
F06520,2027-02-07 15:40,G8,15.7,0,15.7,-5.1,0.54,OK
F06521,2027-02-07 15:50,G1,1.9,0,1.9,-4.8,0.22,OK
F06522,2027-02-07 15:50,G2,-1.6,1,-2.6,-4.8,0.20,OK
F06523,2027-02-07 15:50,G3,3.3,-1,4.3,-4.8,0.21,OK
F06524,2027-02-07 15:50,G4,-1.2,0,-1.2,-4.8,0.20,OK
F06525,2027-02-07 15:50,G5,0.8,2,-1.2,-4.8,0.19,OK
F06526,2027-02-07 15:50,G6,184.3,187,-2.7,-4.8,0.23,OK
F06527,2027-02-07 15:50,G7,0.9,-2,2.9,-4.8,0.21,OK
F06528,2027-02-07 15:50,G8,-0.4,0,-0.4,-4.8,0.22,OK
F06529,2027-02-07 16:00,G1,31.5,0,31.5,-4.6,0.89,OK
F06530,2027-02-07 16:00,G2,40.3,1,39.3,-4.6,0.88,OK
F06531,2027-02-07 16:00,G3,49.6,-1,50.6,-4.6,0.91,OK
F06532,2027-02-07 16:00,G4,62.3,0,62.3,-4.6,0.86,OK
F06533,2027-02-07 16:00,G5,69.5,2,67.5,-4.6,0.86,OK
F06534,2027-02-07 16:00,G6,268.6,187,81.6,-4.6,0.92,OK
F06535,2027-02-07 16:00,G7,49.8,-2,51.8,-4.6,0.86,OK
F06536,2027-02-07 16:00,G8,39.6,0,39.6,-4.6,0.88,OK
F06537,2027-02-07 16:10,G1,-2.9,0,-2.9,-4.4,0.22,OK
F06538,2027-02-07 16:10,G2,4.7,1,3.7,-4.4,0.17,OK
F06539,2027-02-07 16:10,G3,1.8,-1,2.8,-4.4,0.20,OK
F06540,2027-02-07 16:10,G4,4.4,0,4.4,-4.4,0.24,OK
F06541,2027-02-07 16:10,G5,5.8,2,3.8,-4.4,0.19,OK
F06542,2027-02-07 16:10,G6,188.8,187,1.8,-4.4,0.22,OK
F06543,2027-02-07 16:10,G7,-4.3,-2,-2.3,-4.4,0.24,OK
F06544,2027-02-07 16:10,G8,0.2,0,0.2,-4.4,0.18,OK
F06545,2027-02-07 16:20,G1,38.6,0,38.6,-4.2,1.11,OK
F06546,2027-02-07 16:20,G2,52.1,1,51.1,-4.2,1.08,OK
F06547,2027-02-07 16:20,G3,57.8,-1,58.8,-4.2,1.09,OK
F06548,2027-02-07 16:20,G4,69.6,0,69.6,-4.2,1.07,OK
F06549,2027-02-07 16:20,G5,89.2,2,87.2,-4.2,1.05,OK
F06550,2027-02-07 16:20,G6,293.6,187,106.6,-4.2,1.09,OK
F06551,2027-02-07 16:20,G7,64.1,-2,66.1,-4.2,1.09,OK
F06552,2027-02-07 16:20,G8,47.0,0,47.0,-4.2,1.09,OK
F06553,2027-02-07 16:30,G1,-0.2,0,-0.2,-3.9,0.22,OK
F06554,2027-02-07 16:30,G2,3.4,1,2.4,-3.9,0.23,OK
F06555,2027-02-07 16:30,G3,0.3,-1,1.3,-3.9,0.21,OK
F06556,2027-02-07 16:30,G4,2.8,0,2.8,-3.9,0.19,OK
F06557,2027-02-07 16:30,G5,7.5,2,5.5,-3.9,0.16,OK
F06558,2027-02-07 16:30,G6,193.8,187,6.8,-3.9,0.19,OK
F06559,2027-02-07 16:30,G7,-2.2,-2,-0.2,-3.9,0.20,OK
F06560,2027-02-07 16:30,G8,4.5,0,4.5,-3.9,0.22,OK
F06561,2027-02-07 16:40,G1,17.3,0,17.3,-3.7,0.63,OK
F06562,2027-02-07 16:40,G2,28.0,1,27.0,-3.7,0.63,OK
F06563,2027-02-07 16:40,G3,25.5,-1,26.5,-3.7,0.61,OK
F06564,2027-02-07 16:40,G4,34.8,0,34.8,-3.7,0.59,OK
F06565,2027-02-07 16:40,G5,50.3,2,48.3,-3.7,0.63,OK
F06566,2027-02-07 16:40,G6,237.2,187,50.2,-3.7,0.61,OK
F06567,2027-02-07 16:40,G7,29.3,-2,31.3,-3.7,0.63,OK
F06568,2027-02-07 16:40,G8,21.7,0,21.7,-3.7,0.62,OK
F06569,2027-02-07 16:50,G1,4.3,0,4.3,-3.5,0.17,OK
F06570,2027-02-07 16:50,G2,2.6,1,1.6,-3.5,0.21,OK
F06571,2027-02-07 16:50,G3,-1.8,-1,-0.8,-3.5,0.18,OK
F06572,2027-02-07 16:50,G4,7.1,0,7.1,-3.5,0.16,OK
F06573,2027-02-07 16:50,G5,4.3,2,2.3,-3.5,0.16,OK
F06574,2027-02-07 16:50,G6,192.9,187,5.9,-3.5,0.20,OK
F06575,2027-02-07 16:50,G7,-0.7,-2,1.3,-3.5,0.20,OK
F06576,2027-02-07 16:50,G8,1.0,0,1.0,-3.5,0.18,OK
F06577,2027-02-07 17:00,G1,34.0,0,34.0,-3.4,0.97,OK
F06578,2027-02-07 17:00,G2,50.9,1,49.9,-3.4,0.96,OK
F06579,2027-02-07 17:00,G3,52.8,-1,53.8,-3.4,0.93,OK
F06580,2027-02-07 17:00,G4,63.3,0,63.3,-3.4,0.97,OK
F06581,2027-02-07 17:00,G5,83.0,2,81.0,-3.4,0.97,OK
F06582,2027-02-07 17:00,G6,276.5,187,89.5,-3.4,0.99,OK
F06583,2027-02-07 17:00,G7,57.6,-2,59.6,-3.4,0.93,OK
F06584,2027-02-07 17:00,G8,44.7,0,44.7,-3.4,0.92,OK
F06585,2027-02-07 17:10,G1,5.6,0,5.6,-3.2,0.18,OK
F06586,2027-02-07 17:10,G2,1.9,1,0.9,-3.2,0.16,OK
F06587,2027-02-07 17:10,G3,6.5,-1,7.5,-3.2,0.17,OK
F06588,2027-02-07 17:10,G4,0.4,0,0.4,-3.2,0.20,OK
F06589,2027-02-07 17:10,G5,5.9,2,3.9,-3.2,0.17,OK
F06590,2027-02-07 17:10,G6,188.8,187,1.8,-3.2,0.24,OK
F06591,2027-02-07 17:10,G7,4.8,-2,6.8,-3.2,0.17,OK
F06592,2027-02-07 17:10,G8,1.6,0,1.6,-3.2,0.24,OK
F06593,2027-02-07 17:20,G1,13.2,0,13.2,-3.0,0.51,OK
F06594,2027-02-07 17:20,G2,20.3,1,19.3,-3.0,0.50,OK
F06595,2027-02-07 17:20,G3,27.1,-1,28.1,-3.0,0.51,OK
F06596,2027-02-07 17:20,G4,30.2,0,30.2,-3.0,0.51,OK
F06597,2027-02-07 17:20,G5,38.0,2,36.0,-3.0,0.54,OK
F06598,2027-02-07 17:20,G6,224.3,187,37.3,-3.0,0.48,OK
F06599,2027-02-07 17:20,G7,28.4,-2,30.4,-3.0,0.53,OK
F06600,2027-02-07 17:20,G8,17.2,0,17.2,-3.0,0.54,OK
F06601,2027-02-07 17:30,G1,8.3,0,8.3,-2.8,0.19,OK
F06602,2027-02-07 17:30,G2,2.6,1,1.6,-2.8,0.20,OK
F06603,2027-02-07 17:30,G3,2.3,-1,3.3,-2.8,0.17,OK
F06604,2027-02-07 17:30,G4,7.3,0,7.3,-2.8,0.17,OK
F06605,2027-02-07 17:30,G5,7.8,2,5.8,-2.8,0.18,OK
F06606,2027-02-07 17:30,G6,196.7,187,9.7,-2.8,0.23,OK
F06607,2027-02-07 17:30,G7,2.9,-2,4.9,-2.8,0.20,OK
F06608,2027-02-07 17:30,G8,9.7,0,9.7,-2.8,0.21,OK
F06609,2027-02-07 17:40,G1,26.4,0,26.4,-2.7,0.69,OK
F06610,2027-02-07 17:40,G2,34.9,1,33.9,-2.7,0.70,OK
F06611,2027-02-07 17:40,G3,39.6,-1,40.6,-2.7,0.70,OK
F06612,2027-02-07 17:40,G4,43.3,0,43.3,-2.7,0.72,OK
F06613,2027-02-07 17:40,G5,54.1,2,52.1,-2.7,0.68,OK
F06614,2027-02-07 17:40,G6,246.9,187,59.9,-2.7,0.65,OK
F06615,2027-02-07 17:40,G7,42.1,-2,44.1,-2.7,0.68,OK
F06616,2027-02-07 17:40,G8,31.4,0,31.4,-2.7,0.70,OK
F06617,2027-02-07 17:50,G1,5.0,0,5.0,-2.5,0.22,OK
F06618,2027-02-07 17:50,G2,9.2,1,8.2,-2.5,0.23,OK
F06619,2027-02-07 17:50,G3,5.2,-1,6.2,-2.5,0.24,OK
F06620,2027-02-07 17:50,G4,4.8,0,4.8,-2.5,0.22,OK
F06621,2027-02-07 17:50,G5,8.5,2,6.5,-2.5,0.17,OK
F06622,2027-02-07 17:50,G6,189.5,187,2.5,-2.5,0.17,OK
F06623,2027-02-07 17:50,G7,9.1,-2,11.1,-2.5,0.18,OK
F06624,2027-02-07 17:50,G8,10.0,0,10.0,-2.5,0.20,OK
F06625,2027-02-07 18:00,G1,42.9,0,42.9,-2.4,1.03,OK
F06626,2027-02-07 18:00,G2,50.3,1,49.3,-2.4,1.01,OK
F06627,2027-02-07 18:00,G3,62.9,-1,63.9,-2.4,0.99,OK
F06628,2027-02-07 18:00,G4,74.8,0,74.8,-2.4,1.02,OK
F06629,2027-02-07 18:00,G5,93.3,2,91.3,-2.4,0.98,OK
F06630,2027-02-07 18:00,G6,290.6,187,103.6,-2.4,1.01,OK
F06631,2027-02-07 18:00,G7,61.6,-2,63.6,-2.4,1.03,OK
F06632,2027-02-07 18:00,G8,51.2,0,51.2,-2.4,1.03,OK
F06633,2027-02-07 18:10,G1,9.7,0,9.7,-2.3,0.18,OK
F06634,2027-02-07 18:10,G2,3.3,1,2.3,-2.3,0.22,OK
F06635,2027-02-07 18:10,G3,1.0,-1,2.0,-2.3,0.22,OK
F06636,2027-02-07 18:10,G4,6.3,0,6.3,-2.3,0.19,OK
F06637,2027-02-07 18:10,G5,8.8,2,6.8,-2.3,0.19,OK
F06638,2027-02-07 18:10,G6,198.0,187,11.0,-2.3,0.20,OK
F06639,2027-02-07 18:10,G7,5.1,-2,7.1,-2.3,0.20,OK
F06640,2027-02-07 18:10,G8,3.6,0,3.6,-2.3,0.22,OK
F06641,2027-02-07 18:20,G1,19.5,0,19.5,-2.2,0.54,OK
F06642,2027-02-07 18:20,G2,27.4,1,26.4,-2.2,0.57,OK
F06643,2027-02-07 18:20,G3,25.6,-1,26.6,-2.2,0.54,OK
F06644,2027-02-07 18:20,G4,35.4,0,35.4,-2.2,0.55,OK
F06645,2027-02-07 18:20,G5,43.5,2,41.5,-2.2,0.59,OK
F06646,2027-02-07 18:20,G6,240.9,187,53.9,-2.2,0.59,OK
F06647,2027-02-07 18:20,G7,30.5,-2,32.5,-2.2,0.59,OK
F06648,2027-02-07 18:20,G8,26.4,0,26.4,-2.2,0.53,OK
F06649,2027-02-07 18:30,G1,9.7,0,9.7,-2.1,0.23,OK
F06650,2027-02-07 18:30,G2,4.9,1,3.9,-2.1,0.22,OK
F06651,2027-02-07 18:30,G3,4.6,-1,5.6,-2.1,0.17,OK
F06652,2027-02-07 18:30,G4,4.0,0,4.0,-2.1,0.24,OK
F06653,2027-02-07 18:30,G5,6.7,2,4.7,-2.1,0.23,OK
F06654,2027-02-07 18:30,G6,196.6,187,9.6,-2.1,0.18,OK
F06655,2027-02-07 18:30,G7,10.6,-2,12.6,-2.1,0.20,OK
F06656,2027-02-07 18:30,G8,10.8,0,10.8,-2.1,0.18,OK
F06657,2027-02-07 18:40,G1,32.5,0,32.5,-2.0,0.71,OK
F06658,2027-02-07 18:40,G2,37.7,1,36.7,-2.0,0.76,OK
F06659,2027-02-07 18:40,G3,45.2,-1,46.2,-2.0,0.71,OK
F06660,2027-02-07 18:40,G4,53.1,0,53.1,-2.0,0.76,OK
F06661,2027-02-07 18:40,G5,60.6,2,58.6,-2.0,0.76,OK
F06662,2027-02-07 18:40,G6,260.4,187,73.4,-2.0,0.77,OK
F06663,2027-02-07 18:40,G7,47.0,-2,49.0,-2.0,0.74,OK
F06664,2027-02-07 18:40,G8,32.6,0,32.6,-2.0,0.71,OK
F06665,2027-02-07 18:50,G1,9.8,0,9.8,-1.9,0.18,OK
F06666,2027-02-07 18:50,G2,3.8,1,2.8,-1.9,0.17,OK
F06667,2027-02-07 18:50,G3,2.9,-1,3.9,-1.9,0.17,OK
F06668,2027-02-07 18:50,G4,9.7,0,9.7,-1.9,0.19,OK
F06669,2027-02-07 18:50,G5,12.7,2,10.7,-1.9,0.23,OK
F06670,2027-02-07 18:50,G6,196.5,187,9.5,-1.9,0.18,OK
F06671,2027-02-07 18:50,G7,2.5,-2,4.5,-1.9,0.17,OK
F06672,2027-02-07 18:50,G8,6.3,0,6.3,-1.9,0.20,OK
F06673,2027-02-07 19:00,G1,47.1,0,47.1,-1.8,1.08,OK
F06674,2027-02-07 19:00,G2,55.0,1,54.0,-1.8,1.04,OK
F06675,2027-02-07 19:00,G3,62.2,-1,63.2,-1.8,1.08,OK
F06676,2027-02-07 19:00,G4,76.8,0,76.8,-1.8,1.04,OK
F06677,2027-02-07 19:00,G5,100.0,2,98.0,-1.8,1.07,OK
F06678,2027-02-07 19:00,G6,293.8,187,106.8,-1.8,1.07,OK
F06679,2027-02-07 19:00,G7,76.0,-2,78.0,-1.8,1.07,OK
F06680,2027-02-07 19:00,G8,56.0,0,56.0,-1.8,1.04,OK
F06681,2027-02-07 19:10,G1,6.4,0,6.4,-1.7,0.18,OK
F06682,2027-02-07 19:10,G2,10.9,1,9.9,-1.7,0.19,OK
F06683,2027-02-07 19:10,G3,10.6,-1,11.6,-1.7,0.20,OK
F06684,2027-02-07 19:10,G4,11.2,0,11.2,-1.7,0.21,OK
F06685,2027-02-07 19:10,G5,6.1,2,4.1,-1.7,0.21,OK
F06686,2027-02-07 19:10,G6,197.8,187,10.8,-1.7,0.24,OK
F06687,2027-02-07 19:10,G7,11.6,-2,13.6,-1.7,0.22,OK
F06688,2027-02-07 19:10,G8,8.9,0,8.9,-1.7,0.24,OK
F06689,2027-02-07 19:20,G1,24.3,0,24.3,-1.7,0.63,OK
F06690,2027-02-07 19:20,G2,32.3,1,31.3,-1.7,0.60,OK
F06691,2027-02-07 19:20,G3,36.9,-1,37.9,-1.7,0.65,OK
F06692,2027-02-07 19:20,G4,46.4,0,46.4,-1.7,0.60,OK
F06693,2027-02-07 19:20,G5,48.5,2,46.5,-1.7,0.61,OK
F06694,2027-02-07 19:20,G6,247.5,187,60.5,-1.7,0.60,OK
F06695,2027-02-07 19:20,G7,34.6,-2,36.6,-1.7,0.60,OK
F06696,2027-02-07 19:20,G8,31.7,0,31.7,-1.7,0.60,OK
F06697,2027-02-07 19:30,G1,6.7,0,6.7,-1.7,0.17,OK
F06698,2027-02-07 19:30,G2,6.7,1,5.7,-1.7,0.22,OK
F06699,2027-02-07 19:30,G3,6.1,-1,7.1,-1.7,0.24,OK
F06700,2027-02-07 19:30,G4,11.7,0,11.7,-1.7,0.23,OK
F06701,2027-02-07 19:30,G5,13.4,2,11.4,-1.7,0.16,OK
F06702,2027-02-07 19:30,G6,200.0,187,13.0,-1.7,0.23,OK
F06703,2027-02-07 19:30,G7,3.6,-2,5.6,-1.7,0.17,OK
F06704,2027-02-07 19:30,G8,12.2,0,12.2,-1.7,0.21,OK
F06705,2027-02-07 19:40,G1,34.9,0,34.9,-1.6,0.80,OK
F06706,2027-02-07 19:40,G2,45.7,1,44.7,-1.6,0.81,OK
F06707,2027-02-07 19:40,G3,44.2,-1,45.2,-1.6,0.79,OK
F06708,2027-02-07 19:40,G4,56.8,0,56.8,-1.6,0.82,OK
F06709,2027-02-07 19:40,G5,73.7,2,71.7,-1.6,0.79,OK
F06710,2027-02-07 19:40,G6,267.4,187,80.4,-1.6,0.78,OK
F06711,2027-02-07 19:40,G7,54.5,-2,56.5,-1.6,0.81,OK
F06712,2027-02-07 19:40,G8,37.0,0,37.0,-1.6,0.80,OK
F06713,2027-02-07 19:50,G1,3.9,0,3.9,-1.6,0.24,OK
F06714,2027-02-07 19:50,G2,8.6,1,7.6,-1.6,0.17,OK
F06715,2027-02-07 19:50,G3,8.4,-1,9.4,-1.6,0.17,OK
F06716,2027-02-07 19:50,G4,8.9,0,8.9,-1.6,0.22,OK
F06717,2027-02-07 19:50,G5,7.7,2,5.7,-1.6,0.16,OK
F06718,2027-02-07 19:50,G6,197.6,187,10.6,-1.6,0.23,OK
F06719,2027-02-07 19:50,G7,7.5,-2,9.5,-1.6,0.21,OK
F06720,2027-02-07 19:50,G8,7.8,0,7.8,-1.6,0.23,OK
F06721,2027-02-07 20:00,G1,16.8,0,16.8,-1.6,0.52,OK
F06722,2027-02-07 20:00,G2,29.4,1,28.4,-1.6,0.52,OK
F06723,2027-02-07 20:00,G3,27.3,-1,28.3,-1.6,0.48,OK
F06724,2027-02-07 20:00,G4,36.3,0,36.3,-1.6,0.51,OK
F06725,2027-02-07 20:00,G5,42.5,2,40.5,-1.6,0.55,OK
F06726,2027-02-07 20:00,G6,228.3,187,41.3,-1.6,0.54,OK
F06727,2027-02-07 20:00,G7,26.7,-2,28.7,-1.6,0.54,OK
F06728,2027-02-07 20:00,G8,25.3,0,25.3,-1.6,0.55,OK
F06729,2027-02-07 20:10,G1,10.3,0,10.3,-1.6,0.23,OK
F06730,2027-02-07 20:10,G2,8.8,1,7.8,-1.6,0.17,OK
F06731,2027-02-07 20:10,G3,7.8,-1,8.8,-1.6,0.19,OK
F06732,2027-02-07 20:10,G4,6.6,0,6.6,-1.6,0.23,OK
F06733,2027-02-07 20:10,G5,14.0,2,12.0,-1.6,0.19,OK
F06734,2027-02-07 20:10,G6,194.9,187,7.9,-1.6,0.17,OK
F06735,2027-02-07 20:10,G7,3.8,-2,5.8,-1.6,0.21,OK
F06736,2027-02-07 20:10,G8,13.4,0,13.4,-1.6,0.18,OK
F06737,2027-02-07 20:20,G1,30.2,0,30.2,-1.6,0.69,OK
F06738,2027-02-07 20:20,G2,34.6,1,33.6,-1.6,0.70,OK
F06739,2027-02-07 20:20,G3,42.0,-1,43.0,-1.6,0.72,OK
F06740,2027-02-07 20:20,G4,45.7,0,45.7,-1.6,0.67,OK
F06741,2027-02-07 20:20,G5,56.6,2,54.6,-1.6,0.72,OK
F06742,2027-02-07 20:20,G6,255.2,187,68.2,-1.6,0.71,OK
F06743,2027-02-07 20:20,G7,45.5,-2,47.5,-1.6,0.73,OK
F06744,2027-02-07 20:20,G8,37.0,0,37.0,-1.6,0.66,OK
F06745,2027-02-07 20:30,G1,9.6,0,9.6,-1.7,0.22,OK
F06746,2027-02-07 20:30,G2,6.6,1,5.6,-1.7,0.24,OK
F06747,2027-02-07 20:30,G3,4.2,-1,5.2,-1.7,0.18,OK
F06748,2027-02-07 20:30,G4,8.3,0,8.3,-1.7,0.23,OK
F06749,2027-02-07 20:30,G5,8.2,2,6.2,-1.7,0.21,OK
F06750,2027-02-07 20:30,G6,197.1,187,10.1,-1.7,0.20,OK
F06751,2027-02-07 20:30,G7,11.8,-2,13.8,-1.7,0.22,OK
F06752,2027-02-07 20:30,G8,9.9,0,9.9,-1.7,0.19,OK
F06753,2027-02-07 20:40,G1,37.4,0,37.4,-1.7,0.86,OK
F06754,2027-02-07 20:40,G2,40.8,1,39.8,-1.7,0.89,OK
F06755,2027-02-07 20:40,G3,48.6,-1,49.6,-1.7,0.86,OK
F06756,2027-02-07 20:40,G4,59.2,0,59.2,-1.7,0.84,OK
F06757,2027-02-07 20:40,G5,76.6,2,74.6,-1.7,0.85,OK
F06758,2027-02-07 20:40,G6,273.1,187,86.1,-1.7,0.87,OK
F06759,2027-02-07 20:40,G7,54.5,-2,56.5,-1.7,0.90,OK
F06760,2027-02-07 20:40,G8,39.5,0,39.5,-1.7,0.89,OK
F06761,2027-02-07 20:50,G1,2.6,0,2.6,-1.7,0.18,OK
F06762,2027-02-07 20:50,G2,11.3,1,10.3,-1.7,0.21,OK
F06763,2027-02-07 20:50,G3,3.5,-1,4.5,-1.7,0.23,OK
F06764,2027-02-07 20:50,G4,6.6,0,6.6,-1.7,0.24,OK
F06765,2027-02-07 20:50,G5,10.7,2,8.7,-1.7,0.19,OK
F06766,2027-02-07 20:50,G6,193.8,187,6.8,-1.7,0.21,OK
F06767,2027-02-07 20:50,G7,4.7,-2,6.7,-1.7,0.17,OK
F06768,2027-02-07 20:50,G8,7.1,0,7.1,-1.7,0.19,OK
F06769,2027-02-07 21:00,G1,19.0,0,19.0,-1.8,0.61,OK
F06770,2027-02-07 21:00,G2,26.2,1,25.2,-1.8,0.57,OK
F06771,2027-02-07 21:00,G3,33.9,-1,34.9,-1.8,0.55,OK
F06772,2027-02-07 21:00,G4,41.4,0,41.4,-1.8,0.55,OK
F06773,2027-02-07 21:00,G5,46.9,2,44.9,-1.8,0.60,OK
F06774,2027-02-07 21:00,G6,238.5,187,51.5,-1.8,0.59,OK
F06775,2027-02-07 21:00,G7,33.0,-2,35.0,-1.8,0.61,OK
F06776,2027-02-07 21:00,G8,31.7,0,31.7,-1.8,0.58,OK
F06777,2027-02-07 21:10,G1,4.5,0,4.5,-1.9,0.23,OK
F06778,2027-02-07 21:10,G2,11.3,1,10.3,-1.9,0.22,OK
F06779,2027-02-07 21:10,G3,5.0,-1,6.0,-1.9,0.21,OK
F06780,2027-02-07 21:10,G4,7.8,0,7.8,-1.9,0.19,OK
F06781,2027-02-07 21:10,G5,13.1,2,11.1,-1.9,0.24,OK
F06782,2027-02-07 21:10,G6,197.3,187,10.3,-1.9,0.16,OK
F06783,2027-02-07 21:10,G7,4.6,-2,6.6,-1.9,0.16,OK
F06784,2027-02-07 21:10,G8,10.2,0,10.2,-1.9,0.20,OK
F06785,2027-02-07 21:20,G1,33.5,0,33.5,-2.0,0.76,OK
F06786,2027-02-07 21:20,G2,41.6,1,40.6,-2.0,0.72,OK
F06787,2027-02-07 21:20,G3,41.4,-1,42.4,-2.0,0.74,OK
F06788,2027-02-07 21:20,G4,55.0,0,55.0,-2.0,0.75,OK
F06789,2027-02-07 21:20,G5,62.3,2,60.3,-2.0,0.71,OK
F06790,2027-02-07 21:20,G6,258.4,187,71.4,-2.0,0.73,OK
F06791,2027-02-07 21:20,G7,44.0,-2,46.0,-2.0,0.72,OK
F06792,2027-02-07 21:20,G8,35.9,0,35.9,-2.0,0.72,OK
F06793,2027-02-07 21:30,G1,4.3,0,4.3,-2.1,0.24,OK
F06794,2027-02-07 21:30,G2,10.8,1,9.8,-2.1,0.21,OK
F06795,2027-02-07 21:30,G3,3.5,-1,4.5,-2.1,0.21,OK
F06796,2027-02-07 21:30,G4,11.3,0,11.3,-2.1,0.20,OK
F06797,2027-02-07 21:30,G5,5.2,2,3.2,-2.1,0.22,OK
F06798,2027-02-07 21:30,G6,193.5,187,6.5,-2.1,0.17,OK
F06799,2027-02-07 21:30,G7,3.5,-2,5.5,-2.1,0.20,OK
F06800,2027-02-07 21:30,G8,6.6,0,6.6,-2.1,0.19,OK
F06801,2027-02-07 21:40,G1,37.3,0,37.3,-2.2,0.93,OK
F06802,2027-02-07 21:40,G2,46.4,1,45.4,-2.2,0.88,OK
F06803,2027-02-07 21:40,G3,54.3,-1,55.3,-2.2,0.89,OK
F06804,2027-02-07 21:40,G4,67.4,0,67.4,-2.2,0.89,OK
F06805,2027-02-07 21:40,G5,82.3,2,80.3,-2.2,0.92,OK
F06806,2027-02-07 21:40,G6,281.4,187,94.4,-2.2,0.95,OK
F06807,2027-02-07 21:40,G7,60.7,-2,62.7,-2.2,0.96,OK
F06808,2027-02-07 21:40,G8,46.9,0,46.9,-2.2,0.95,OK
F06809,2027-02-07 21:50,G1,2.0,0,2.0,-2.3,0.18,OK
F06810,2027-02-07 21:50,G2,8.3,1,7.3,-2.3,0.17,OK
F06811,2027-02-07 21:50,G3,8.1,-1,9.1,-2.3,0.22,OK
F06812,2027-02-07 21:50,G4,9.4,0,9.4,-2.3,0.20,OK
F06813,2027-02-07 21:50,G5,6.2,2,4.2,-2.3,0.21,OK
F06814,2027-02-07 21:50,G6,190.6,187,3.6,-2.3,0.20,OK
F06815,2027-02-07 21:50,G7,8.7,-2,10.7,-2.3,0.20,OK
F06816,2027-02-07 21:50,G8,9.1,0,9.1,-2.3,0.21,OK
F06817,2027-02-07 22:00,G1,3.4,0,3.4,-2.4,0.21,OK
F06818,2027-02-07 22:00,G2,4.9,1,3.9,-2.4,0.22,OK
